titulo,fecha,autor,link,fecha_iso,anio,mes,dia,palabras_titulo,ejes_semanticos,activadores,sin_eje,activadores_eje
"Mineros ilegales de Ecuador llegan a la Cordillera del Cóndor en Perú, ballenas son clave en la lucha contra el cambio climático y más",15 Nov 2020,Mongabay Latam,https://es.mongabay.com/2020/11/mineros-ilegales-de-ecuador-llegan-a-la-cordillera-del-condor-en-peru-ballenas-son-clave-en-la-lucha-contra-el-cambio-climatico-y-mas/,2020-11-15,2020,11,15,24,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['cambio', 'climático', 'cordillera'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Cordillera del Cóndor: mineros ilegales ecuatorianos siguen operando en territorio peruano| Historia gráfica,12 Nov 2020,Mongabay Latam,https://es.mongabay.com/2020/11/cordillera-del-condor-mineros-ilegales-ecuatorianos-siguen-operando-en-territorio-peruano-historia-grafica/,2020-11-12,2020,11,12,13,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['cordillera'], 'sociedad_comunidades': ['territorio'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Mineros ilegales ecuatorianos en Cordillera del Cóndor: la frontera aún es vulnerable,9 Nov 2020,Enrique Vera,https://es.mongabay.com/2020/11/mineria-ilegal-contaminacion-cordillera-del-condor/,2020-11-09,2020,11,9,12,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['cordillera'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Cordillera del Cóndor: minería ilegal continúa en área que iba a ser parte de parque nacional | ADELANTO,7 Nov 2020,Mongabay Latam,https://es.mongabay.com/2020/11/cordillera-del-condor-mineria-ilegal-parque-nacional-ichigkat-muja-peru/,2020-11-07,2020,11,7,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['cordillera', 'parque', 'área'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Pequedragas en Perú: fiscalía realizó dos operativos contra la minería ilegal en el río Nanay,4 Nov 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/11/pequedragas-en-peru-fiscalia-realizo-dos-operativos-contra-la-mineria-ilegal-en-el-rio-nanay/,2020-11-04,2020,11,4,15,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'politica_gobernabilidad': ['fiscalía'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: ¿qué impidió la inspección de un barco chino con antecedentes de pesca ilegal?,13 Oct 2020,Michelle Carrere,https://es.mongabay.com/2020/10/peru-que-impidio-la-inspeccion-de-un-barco-chino-con-antecedentes-de-pesca-ilegal/,2020-10-13,2020,10,13,14,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: Juez de Madre de Dios libera a tres de los implicados en el asesinato de defensor ambiental,11 Oct 2020,Vanessa Romo,https://es.mongabay.com/2020/10/peru-madre-de-dios-implicados-asesinato-roberto-pacheco/,2020-10-11,2020,10,11,18,['crimen_ilegalidad'],{'crimen_ilegalidad': ['asesinato']},False,asesinato
Detienen a implicados en el asesinato de defensor ambiental en Madre de Dios | PERÚ,4 Oct 2020,Vanessa Romo,https://es.mongabay.com/2020/10/detienen-a-implicados-en-el-asesinato-de-defensor-ambiental-en-madre-de-dios-peru/,2020-10-04,2020,10,4,15,['crimen_ilegalidad'],{'crimen_ilegalidad': ['asesinato']},False,asesinato
Perú: líderes indígenas de Ucayali reciben amenazas de muerte,4 Oct 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/10/peru-lideres-indigenas-de-ucayali-reciben-amenazas-de-muerte/,2020-10-04,2020,10,4,9,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena', 'líder'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
Perú: destruyen 45 campamentos en nuevo foco de minería ilegal en Pariamanu,28 Sep 2020,Enrique Vera,https://es.mongabay.com/2020/09/mineria-ilegal-madre-de-dios-pariamanu-peru-deforestacion-fotos/,2020-09-28,2020,9,28,12,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegal']},False,ilegal
Los hostiles de la Amazonía: sobornos en puestos de control y dos fiscales vinculadas con la minería ilegal,22 Sep 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/09/los-hostiles-de-la-amazonia-mineria-ilegal/,2020-09-22,2020,9,22,18,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'politica_gobernabilidad': ['fiscal'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Asesinato en Madre de Dios: defensores ambientales denunciaron ocho veces invasiones y tala ilegal en su concesión,14 Sep 2020,"Vanessa Romo, Yvette Sierra Praeli",https://es.mongabay.com/2020/09/peru-defensores-ambientales-denuncias-invasiones-amenazas/,2020-09-14,2020,9,14,17,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['asesinato', 'ilegal']}",False,"asesinato, ilegal"
Perú: asesinan de dos balazos a defensor ambiental en Madre de Dios,13 Sep 2020,"Vanessa Romo, Yvette Sierra Praeli",https://es.mongabay.com/2020/09/peru-asesinan-defensor-ambiental-madre-de-dios/,2020-09-13,2020,9,13,12,['crimen_ilegalidad'],{'crimen_ilegalidad': ['asesinar']},False,asesinar
Perú: líderes indígenas asesinados y amenazados por invasores y narcotraficantes,11 Sep 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/09/peru-lideres-indigenas-asesinados-y-amenazados-por-invasores-y-narcotraficantes/,2020-09-11,2020,9,11,10,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena', 'líder'], 'crimen_ilegalidad': ['amenazado', 'asesinado', 'narcotraficant']}",False,"amenazado, asesinado, narcotraficant"
Día Internacional de los Primates: el 40% de primates endémicos de la región está bajo amenaza,1 Sep 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/09/dia-internacional-primates-latinoamerica/,2020-09-01,2020,9,1,16,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenaza']},False,amenaza
"Perú: destruyen campamentos, dragas y motores usados para minería ilegal en el Pariamanu",22 Ago 2020,Enrique Vera,https://es.mongabay.com/2020/08/madre-de-dios-mineria-ilegal-operativo-pariamanu-peru/,2020-08-22,2020,8,22,13,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegal']},False,ilegal
Perú: tráfico de madera no se detiene con la pandemia,19 Ago 2020,Francesca García Delgado,https://es.mongabay.com/2020/08/peru-trafico-madera-amazonia-pandemia/,2020-08-19,2020,8,19,10,['crimen_ilegalidad'],{'crimen_ilegalidad': ['tráfico']},False,tráfico
Cuatro claves para entender por qué el mar peruano está bajo amenaza,11 Ago 2020,Mongabay Latam,https://es.mongabay.com/2020/08/pesca-ilegal-contaminacion-amenazan-mar-peruano/,2020-08-11,2020,8,11,12,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['mar'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
Madre de Dios: nuevo foco de minería ilegal amenaza a indígenas del Pariamanu,8 Ago 2020,Enrique Vera,https://es.mongabay.com/2020/08/madre-de-dios-mineria-ilegal-boca-pariamanu-indigenas-peru/,2020-08-08,2020,8,8,13,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena'], 'crimen_ilegalidad': ['amenazar', 'ilegal']}",False,"amenazar, ilegal"
Libro rojo: cinco claves sobre la situación de la fauna silvestre amenazada en Perú,6 Ago 2020,Mongabay Latam,https://es.mongabay.com/2020/08/libro-rojo-fauna-silvestre-amenazada-peru/,2020-08-06,2020,8,6,14,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['fauna'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
Flota china frente a Galápagos: pescadores se unen para combatir la pesca ilegal del calamar gigante,4 Ago 2020,Michelle Carrere,https://es.mongabay.com/2020/08/oceanos-flota-china-frente-a-galapagos-pescadores-se-unen-para-combatir-la-pesca-ilegal-y-no-reglamentada-del-calamar-gigante/,2020-08-04,2020,8,4,16,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pesca', 'pescador'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Empresa investigada por tráfico de madera recibió más de un millón de soles de Reactiva Perú,23 Jul 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/07/oroza-trafico-madera-reactiva-peru/,2020-07-23,2020,7,23,16,['crimen_ilegalidad'],{'crimen_ilegalidad': ['tráfico']},False,tráfico
Perú: planta ilegal usaba juveniles y agua de acequia para producir conservas,26 May 2020,Michelle Carrere,https://es.mongabay.com/2020/05/oceanos-peru-planta-ilegal-de-conservas-de-pescado-caballa/,2020-05-26,2020,5,26,12,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['planta'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
La violencia y la indiferencia en tiempos de la pandemia del COVID-19 | Impactos ambientales de la pandemia,1 May 2020,Mongabay Latam,https://es.mongabay.com/2020/05/covid-19-impactos-ambientales-de-la-pandemia-reportajes/,2020-05-01,2020,5,1,18,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['impacto'], 'crimen_ilegalidad': ['violencia']}",False,violencia
Día Internacional del Tapir: las amenazas que enfrenta el gran arquitecto de los bosques,27 Abr 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/04/dia-internacional-tapir-amenazas-estudio/,2020-04-27,2020,4,27,14,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
Perú: asesinan a líder indígena y mafias siguen operando durante emergencia por COVID-19,20 Abr 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/04/peru-crimen-lider-indigena-y-actividades-ilegales/,2020-04-20,2020,4,20,13,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['asesinar', 'mafia']}",False,"asesinar, mafia"
Tecnología permite que las aves marinas detecten pesca ilegal | ENTREVISTA,16 Abr 2020,Michelle Carrere,https://es.mongabay.com/2020/04/entrevista-carlos-zavalaga-el-uso-de-tecnologia-en-investigacion-de-aves-marinas/,2020-04-16,2020,4,16,11,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['ave', 'marino'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: 100 toneladas de pesca ilegal han sido incautadas en solo una provincia,15 Abr 2020,Michelle Carrere,https://es.mongabay.com/2020/04/peru-100-toneladas-de-pesca-ilegal-han-sido-incautadas-en-tres-meses/,2020-04-15,2020,4,15,13,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: avances y tareas pendientes en la lucha contra el tráfico de aletas de tiburón,6 Abr 2020,Michelle Carrere,https://es.mongabay.com/2020/04/peru-avances-y-tareas-pendientes-en-la-lucha-contra-el-trafico-de-aletas-de-tiburon/,2020-04-06,2020,4,6,15,['crimen_ilegalidad'],{'crimen_ilegalidad': ['tráfico']},False,tráfico
Livia Wagner: “El tráfico del oro ha superado el valor del tráfico de drogas” | ENTREVISTA,23 Mar 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/03/peru-livia-wagner-trafico-de-oro-crimen-organizado-entrevista/,2020-03-23,2020,3,23,16,['crimen_ilegalidad'],{'crimen_ilegalidad': ['tráfico']},False,tráfico
Pozas de minería ilegal: estudio revela que son un obstáculo para reforestar un tercio de La Pampa,12 Mar 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/03/peru-bosques-pozas-mineria-ilegal-lapampa/,2020-03-12,2020,3,12,17,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegal']},False,ilegal
Perú: minería ilegal entra a la Reserva Nacional Tambopata ante ausencia temporal de la policía,5 Mar 2020,Vanessa Romo,https://es.mongabay.com/2020/03/peru-tambopata-mineria-ilegal-ausencia-de-policia/,2020-03-05,2020,3,5,15,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: crimen organizado utiliza permisos de formalización minera para ‘lavar’ oro ilegal,24 Feb 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/02/peru-crimen-organizado-reinfo-oro-ilegal/,2020-02-24,2020,2,24,12,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['organizado'], 'crimen_ilegalidad': ['crimen', 'ilegal']}",False,"crimen, ilegal"
Cordillera del Cóndor: se anula reconocimiento de comunidades y se investigan vínculos con la minería ilegal,12 Feb 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/02/peru-cordillera-condor-reconocimiento-comunidades-mineria/,2020-02-12,2020,2,12,16,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['cordillera'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Imágenes satelitales muestran el impacto de 34 años de minería ilegal en ríos de Madre de Dios,4 Feb 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/02/peru-imagenes-satelitales-mineria-ilegal-rios-madre-de-dios/,2020-02-04,2020,2,4,17,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['impacto'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Estudio afirma que el turismo de ayahuasca es una causa ignorada en el tráfico de jaguares,25 Ene 2020,Mongabay.com,https://es.mongabay.com/2020/01/trafico-de-jaguares-ayahuasca/,2020-01-25,2020,1,25,16,['crimen_ilegalidad'],{'crimen_ilegalidad': ['tráfico']},False,tráfico
"Las deudas ambientales de Perú en el 2019: crimen organizado, sentencias ejemplares y un mar que espera ser protegido",7 Ene 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/01/peru-balance-ambiental-2019-deudas/,2020-01-07,2020,1,7,19,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['mar', 'proteger'], 'politica_gobernabilidad': ['sentencia'], 'sociedad_comunidades': ['organizado'], 'crimen_ilegalidad': ['crimen']}",False,crimen
