titulo,fecha,autor,link,fecha_iso,anio,mes,dia,palabras_titulo,ejes_semanticos,activadores,sin_eje,activadores_eje
Nuevo estudio identifica 49 zonas afectadas por la minería ilegal en la Amazonía,15 Nov 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/11/zonas-afectadas-por-mineria-ilegal-en-amazonia/,2023-11-15,2023,11,15,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
"Lo más leído | Tráfico de aletas de tiburón en Colombia, protestas por minería en Panamá, pérdida de superficie de agua dulce en Latinoamérica y más",12 Nov 2023,Mongabay Latam,https://es.mongabay.com/2023/11/lo-mas-leido-trafico-de-aletas-de-tiburon-en-colombia-protestas-por-mineria-en-panama-perdida-de-superficie-de-agua-dulce-en-latinoamerica-y-mas/,2023-11-12,2023,11,12,26,['crimen_ilegalidad'],{'crimen_ilegalidad': ['tráfico']},False,tráfico
"EN VIDEO | ¿Cuál ha sido el impacto de la minería ilegal en el río Cenepa, en Perú?",31 Oct 2023,Mongabay Latam,https://es.mongabay.com/2023/10/video-impacto-mineria-ilegal-rio-cenepa-peru/,2023-10-31,2023,10,31,18,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['impacto'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
EN VIDEO | Cuatro ríos de Latinoamérica y comunidades indígenas están bajo amenaza por escalada de la minería ilegal,28 Oct 2023,,https://es.mongabay.com/2023/10/video-rios-de-latinoamerica-comunidades-indigenas-bajo-amenaza-por-mineria-ilegal/,2023-10-28,2023,10,28,19,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['amenaza', 'ilegal']}",False,"amenaza, ilegal"
El infierno del oro en el Cenepa: 70 focos de minería ilegal devastan río amazónico y comunidades awajún en Perú,23 Oct 2023,Enrique Vera,https://es.mongabay.com/2023/10/infierno-del-oro-en-rio-cenepa-focos-de-mineria-ilegal-peru/,2023-10-23,2023,10,23,20,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
#EnCorto: tres datos para entender cómo el narcotráfico amenaza al Parque Nacional Otishi,22 Oct 2023,Mongabay Latam,https://es.mongabay.com/2023/10/encorto-tres-datos-para-entender-como-el-narcotrafico-amenaza-al-parque-nacional-otishi/,2023-10-22,2023,10,22,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['parque'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
Parque Nacional Amacayacu: rodeado por la minería ilegal y controlado por grupos armados que restringen el ingreso de guardaparques,17 Oct 2023,Pilar Puentes,https://es.mongabay.com/2023/10/parque-nacional-amacayacu-rodeado-por-mineria-ilegal-grupos-armados/,2023-10-17,2023,10,17,19,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['parque'], 'crimen_ilegalidad': ['armado', 'grupo', 'ilegal']}",False,"armado, grupo, ilegal"
Al menos 10 barcos chinos que ingresaron a puertos peruanos pertenecen a empresas con antecedentes por pesca ilegal y trabajo forzoso,5 Oct 2023,Michelle Carrere,https://es.mongabay.com/2023/10/barcos-chinos-puertos-peruanos-pesca-ilegal-trabajo-forzoso/,2023-10-05,2023,10,5,21,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Líderes asháninkas criminalizados recibían amenazas de mafias que operan en la selva central de Perú,21 Sep 2023,Enrique Vera,https://es.mongabay.com/2023/09/lideres-ashaninkas-criminalizados-recibian-amenazas-de-mafias-selva-central-peru/,2023-09-21,2023,9,21,15,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['selva'], 'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['amenaza', 'criminalizado', 'mafia']}",False,"amenaza, criminalizado, mafia"
Perú: minería ilegal se extiende a cinco regiones y más de 20 ríos de la Amazonía,29 Ago 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/08/peru-mineria-ilegal-se-extiende-regiones-rios-amazonia/,2023-08-29,2023,8,29,16,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía', 'río'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
La minería ilegal que permite lavar dinero del narcotráfico se expande en las regiones de triple frontera de la Amazonía,18 Ago 2023,Michelle Carrere,https://es.mongabay.com/2023/08/mineria-ilegal-lavar-dinero-narcotrafico-triple-frontera-amazonia/,2023-08-18,2023,8,18,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Gato andino: recrudecen las amenazas que complican el futuro de esta enigmática especie,8 Ago 2023,Enrique Vera,https://es.mongabay.com/2023/08/gato-andino-recrudecen-amenazas-que-complican-futuro-de-esta-especie/,2023-08-08,2023,8,8,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['especie'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
EN VIDEO | ¿Por qué la liebre europea amenaza la biodiversidad de Perú?,19 Jul 2023,Mongabay Latam,https://es.mongabay.com/2023/07/video-por-que-liebre-europea-amenaza-biodiversidad-de-peru/,2023-07-19,2023,7,19,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
Minería ilegal en Perú: dragas aumentan en ríos de Loreto y fiscalía detecta ruta para el tráfico de combustible,17 Jul 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/07/mineria-ilegal-en-peru-dragas-aumentan-en-loreto-ruta-para-el-trafico-de-combustible/,2023-07-17,2023,7,17,19,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'politica_gobernabilidad': ['fiscalía'], 'crimen_ilegalidad': ['ilegal', 'tráfico']}",False,"ilegal, tráfico"
EN VIDEO | ¿Cómo una maestra y su comunidad lucha en contra de una carretera ilegal en el territorio ashéninka?,21 Jun 2023,Mongabay Latam,https://es.mongabay.com/2023/06/video-comunidad-lucha-contra-carretera-ilegal-en-territorio-asheninka/,2023-06-21,2023,6,21,20,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'territorio'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
La liebre europea amenaza la biodiversidad de la sierra y la costa de Perú,6 Jun 2023,Mayra Castillo,https://es.mongabay.com/2023/06/liebre-europea-invasora-amenaza-biodiversidad-de-peru/,2023-06-06,2023,6,6,14,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
"Disparos, venenos y cables de alta tensión amenazan a los cóndores en Perú",1 Jun 2023,Ramiro Escobar,https://es.mongabay.com/2023/06/disparos-venenos-cables-de-alta-tension-amenazan-condores-peru/,2023-06-01,2023,6,1,13,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenazar']},False,amenazar
Perú: 153 toneladas de aletas de tiburones amenazados fueron exportadas con permisos irregulares,31 May 2023,Cristina Fernández Aguilar,https://es.mongabay.com/2023/05/peru-aletas-de-tiburones-amenazados-fueron-exportadas-con-permisos-irregulares/,2023-05-31,2023,5,31,13,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenazado']},False,amenazado
"EN VIDEO | Fronteras amenazadas por minería ilegal, narcotráfico y grupos armados en Perú",6 May 2023,Mongabay Latam,https://es.mongabay.com/2023/05/video-fronteras-amenazadas-en-peru/,2023-05-06,2023,5,6,14,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['amenazado', 'armado', 'grupo', 'ilegal']}",False,"amenazado, armado, grupo, ilegal"
EN VIDEO | ¿Qué amenazas enfrentan las comunidades indígenas en la frontera peruana?,24 Abr 2023,Mongabay Latam,https://es.mongabay.com/2023/04/video-amenazas-comunidades-indigenas-frontera-peruana/,2023-04-24,2023,4,24,13,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
Asesinato a líder indígena en Perú: “Estamos luchando contra los intereses del narcotráfico y lo que hacen es matarnos”,17 Abr 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/04/asesinato-lider-indigena-santiago-contoricon-peru-narcotrafico/,2023-04-17,2023,4,17,19,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['asesinato']}",False,asesinato
Asesinan a reconocido líder indígena Santiago Contoricón en la selva central de Perú,10 Abr 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/04/asesinato-lider-indigena-santiago-contoricon-peru/,2023-04-10,2023,4,10,13,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['selva'], 'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['asesinar']}",False,asesinar
"#EnCorto: Madre de Dios, la minería ilegal acorrala a territorios indígenas en la frontera entre Perú y Bolivia",15 Mar 2023,Mongabay Latam,https://es.mongabay.com/2023/03/en-corto-mineria-ilegal-peru-bolivia/,2023-03-15,2023,3,15,18,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena', 'territorio'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
“Los congresistas están abriendo una ventana para traer muchísima más ilegalidad que luego van a legalizar”: Julia Urrunaga | Entrevista,12 Mar 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/03/los-congresistas-estan-abriendo-una-ventana-para-traer-muchisima-mas-ilegalidad-que-luego-van-a-legalizar-julia-urrunaga-entrevista/,2023-03-12,2023,3,12,20,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegalidad']},False,ilegalidad
Pudu del norte: un venado poco conocido amenazado por la caza deportiva y la destrucción de su hábitat | ENTREVISTA,6 Mar 2023,David Tarazona,https://es.mongabay.com/2023/03/amenazas-pudu-del-norte-entrevista-maria-rivera/,2023-03-06,2023,3,6,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['hábitat'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
Saweto: casi una década de amenazas en la comunidad indígena que perdió a sus cuatro líderes,1 Mar 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/03/amenazas-en-la-comunidad-indigena-saweto/,2023-03-01,2023,3,1,16,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'líder'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
La increíble hazaña de investigar a las aves rapaces más amenazadas del mundo | ENTREVISTA,28 Feb 2023,Michelle Carrere,https://es.mongabay.com/2023/02/investigacion-de-aves-rapaces-entrevista-tomas-rivas/,2023-02-28,2023,2,28,15,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['ave'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
EN VIDEO | ¿Qué especies invasoras amenazan la biodiversidad en Latinoamérica?,25 Feb 2023,Mongabay Latam,https://es.mongabay.com/2023/02/video-especies-invasoras-en-latinoamerica/,2023-02-25,2023,2,25,11,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad', 'especie'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
Polémicos proyectos de ley y emergencias ambientales amenazan a ecosistemas y comunidades del Perú | Coyuntura ambiental,11 Feb 2023,Mongabay Latam,https://es.mongabay.com/2023/02/polemicos-proyectos-de-ley-y-emergencias-ambientales-amenazan-a-ecosistemas-y-comunidades-del-peru/,2023-02-11,2023,2,11,17,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['ecosistema'], 'politica_gobernabilidad': ['ley'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
La lucha de una maestra y su comunidad en contra de una carretera ilegal que atraviesa territorio ashéninka,8 Feb 2023,Astrid Arellano,https://es.mongabay.com/2023/02/la-lucha-de-una-maestra-y-su-comunidad-en-contra-de-una-carretera-ilegal-que-atraviesa-territorio-asheninka/,2023-02-08,2023,2,8,18,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'territorio'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Congreso del Perú podría aprobar ley que pone en riesgo más de cien procesos abiertos por delitos contra los bosques,24 Ene 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/01/congreso-de-peru-esta-a-un-paso-de-aprobar-ley-que-amenaza-los-bosques-amazonicos/,2023-01-24,2023,1,24,20,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'politica_gobernabilidad': ['congreso', 'ley'], 'crimen_ilegalidad': ['delito']}",False,delito
Científicos descubren que el plástico es una nueva amenaza para el cóndor andino en Perú,18 Ene 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/01/cientificos-descubren-que-el-plastico-es-una-nueva-amenaza-para-el-condor-andino-en-peru/,2023-01-18,2023,1,18,15,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenaza']},False,amenaza
Huellas irreparables en la Amazonía: delitos ambientales y violencia contra defensores ambientales,22 Dic 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/12/huellas-irreparables-de-deforestacion-en-la-amazonia/,2022-12-22,2022,12,22,12,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['delito', 'violencia']}",False,"delito, violencia"
"Las deudas ambientales en Perú 2022: derrames de petróleo, flexibilización de normas ambientales y violencia contra defensores de los bosques",20 Dic 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/12/deudas-ambientales-en-peru-2022-derrames-de-petroleo-y-violencia-contra-defensores/,2022-12-20,2022,12,20,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'crimen_ilegalidad': ['violencia']}",False,violencia
Operación Jaguar: nueva investigación muestra las redes criminales inmersas en el tráfico de estos félidos en Latinoamérica y Asia,6 Dic 2022,Astrid Arellano,https://es.mongabay.com/2022/12/investigacion-muestra-las-redes-criminales-inmersas-en-el-trafico-de-jaguares-en-latinoamerica/,2022-12-06,2022,12,6,19,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['criminal', 'tráfico']}",False,"criminal, tráfico"
Perú: comunidades indígenas multadas denuncian que traficantes de madera las estafan,3 Nov 2022,Michelle Carrere,https://es.mongabay.com/2022/11/comunidades-indigenas-de-peru-multadas-denuncian-que-traficantes-de-madera-las-estafan/,2022-11-03,2022,11,3,11,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['traficante']}",False,traficante
"La huella menonita: pueblos indígenas y comunidades denuncian desalojo, tráfico de tierras y destrucción de sus bosques en Latinoamérica",19 Oct 2022,Alexa Vélez Zuazo,https://es.mongabay.com/2022/10/huella-menonita-provoca-deforestacion-de-bosques-en-latinoamerica/,2022-10-19,2022,10,19,19,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'sociedad_comunidades': ['comunidad', 'indígena', 'pueblo'], 'crimen_ilegalidad': ['tráfico']}",False,tráfico
Historia gráfica | Minería ilegal acorrala a territorios indígenas en la frontera de Perú y Bolivia,6 Oct 2022,Mongabay Latam,https://es.mongabay.com/2022/10/historia-grafica-mineria-ilegal-acorrala-a-territorios-indigenas-peru-y-bolivia/,2022-10-06,2022,10,6,16,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena', 'territorio'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Amenazas a la comunidad kakataibo de Puerto Nuevo: «El narcotráfico cada día está avanzando más»,6 Oct 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/10/amenazas-a-la-comunidad-kakataibo-de-puerto-nuevo-en-peru/,2022-10-06,2022,10,6,15,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
Historia gráfica | ¿Cómo impacta el narcotráfico y la minería ilegal a las comunidades indígenas que viven en el Putumayo?,4 Oct 2022,Mongabay Latam,https://es.mongabay.com/2022/10/historia-grafica-como-impacta-el-narcotrafico-y-la-mineria-ilegal-a-las-comunidades-indigenas-que-viven-en-el-putumayo/,2022-10-04,2022,10,4,20,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
EN VIDEO | Escalada de violencia acorrala a comunidades de la Amazonía peruana,1 Oct 2022,Mongabay Latam,https://es.mongabay.com/2022/10/en-video-escalada-de-violencia-acorrala-a-comunidades-de-la-amazonia-peruana/,2022-10-01,2022,10,1,13,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['violencia']}",False,violencia
"Santa Rosillo de Yanayacu: amenazas, deforestación y un lento camino por la titulación",26 Sep 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/09/comunidad-indigena-santa-rosillo-de-yanayacu-amenazas-deforestacion-narcotrafico-peru/,2022-09-26,2022,9,26,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['deforestación'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
Madre de Dios: minería ilegal en la frontera de Perú y Bolivia acorrala a territorios indígenas y a la Reserva Nacional Tambopata,22 Sep 2022,Gloria Alvitres,https://es.mongabay.com/2022/09/mineria-ilegal-en-la-frontera-de-peru-y-bolivia-amenaza-a-territorios-indigenas/,2022-09-22,2022,9,22,22,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'sociedad_comunidades': ['indígena', 'territorio'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
La destrucción por el oro: mineros ilegales expanden contaminación y crisis en comunidades de la frontera con Ecuador,22 Sep 2022,Enrique Vera,https://es.mongabay.com/2022/09/mineros-ilegales-afectan-a-comunidades-de-la-frontera-de-peru-y-ecuador/,2022-09-22,2022,9,22,18,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['contaminación'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
"Narcotraficantes, ex FARC y mineros ilegales amenazan a las comunidades del río Putumayo en Perú",22 Sep 2022,Michelle Carrere,https://es.mongabay.com/2022/09/narcotraficantes-y-mineros-ilegales-amenazan-a-comunidades-del-rio-putumayo-en-peru/,2022-09-22,2022,9,22,15,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['amenazar', 'ilegal', 'narcotraficante']}",False,"amenazar, ilegal, narcotraficante"
"Fronteras amenazadas: más de 40 comunidades indígenas atacadas por minería ilegal, narcotráfico y grupos armados en Perú",22 Sep 2022,"Alexa Vélez Zuazo, María Isabel Torres",https://es.mongabay.com/2022/09/fronteras-amenazadas-y-comunidades-indigenas-atacadas-por-mineria-ilegal-narcotrafico-y-grupos-armados-en-peru/,2022-09-22,2022,9,22,17,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['amenazado', 'armado', 'grupo', 'ilegal']}",False,"amenazado, armado, grupo, ilegal"
#EnCorto: cuatro datos sobre la impunidad en casos de asesinatos de líderes indígenas en la Amazonía,6 Sep 2022,Mongabay Latam,https://es.mongabay.com/2022/09/en-corto-impunidad-en-casos-de-asesinatos-de-lideres-indigenas-en-amazonia/,2022-09-06,2022,9,6,16,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['indígena', 'líder'], 'crimen_ilegalidad': ['asesinato']}",False,asesinato
Día mundial de los primates: el reto de salvar a tres especies amenazadas en Latinoamérica,31 Ago 2022,Antonio José Paz Cardona,https://es.mongabay.com/2022/08/dia-mundial-de-los-primates-el-reto-de-salvar-a-tres-especies-en-latinoamerica/,2022-08-31,2022,8,31,15,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['especie'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
Perú: mineros ilegales dan tregua luego de protestas contra operativos en La Pampa,30 Ago 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/08/mineros-ilegales-dan-tregua-luego-de-protestas-contra-operativos-en-la-pampa-peru/,2022-08-30,2022,8,30,13,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegal']},False,ilegal
EN VIDEO | Alerta por amenazas y atentados activos contra defensores en Perú,17 Ago 2022,Mongabay Latam,https://es.mongabay.com/2022/08/en-video-alerta-por-amenazas-y-atentados-contra-defensores-en-peru/,2022-08-17,2022,8,17,13,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenaza']},False,amenaza
"EN VIDEO | Concesionarios forestales bajo amenaza en Madre de Dios, Perú",5 Ago 2022,Mongabay Latam,https://es.mongabay.com/2022/08/en-video-concesionarios-forestales-bajo-amenaza-en-madre-de-dios-peru/,2022-08-05,2022,8,5,12,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenaza']},False,amenaza
Informe revela que más de 40 mil mineros ilegales e informales extraen oro en Madre de Dios,1 Ago 2022,Gloria Alvitres,https://es.mongabay.com/2022/08/informe-revela-mas-de-40-mil-mineros-ilegales-e-informales-extraen-oro-en-madre-de-dios-peru/,2022-08-01,2022,8,1,17,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegal']},False,ilegal
Perú: violencia en la comunidad nativa Unipacuyacu tras anuncio de acciones para su titulación,21 Jul 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/07/peru-violencia-en-la-comunidad-nativa-unipacuyacu-tras-anuncio-de-acciones-para-su-titulacion/,2022-07-21,2022,7,21,14,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['violencia']}",False,violencia
Historia gráfica | 171 casos de amenazas y atentados activos contra defensores en Perú,14 Jul 2022,Mongabay Latam,https://es.mongabay.com/2022/07/historia-grafica-amenazas-y-atentados-activos-contra-defensores-en-peru/,2022-07-14,2022,7,14,14,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenaza']},False,amenaza
Historia gráfica | Crímenes impunes: los asesinatos de líderes indígenas que siguen esperando por justicia,14 Jul 2022,Mongabay Latam,https://es.mongabay.com/2022/07/historia-grafica-asesinatos-de-lideres-indigenas-siguen-esperando-por-justicia/,2022-07-14,2022,7,14,15,"['politica_gobernabilidad', 'sociedad_comunidades', 'crimen_ilegalidad']","{'politica_gobernabilidad': ['justicia'], 'sociedad_comunidades': ['indígena', 'líder'], 'crimen_ilegalidad': ['asesinato', 'crimen']}",False,"asesinato, crimen"
Tala y comercio ilegal de madera fina amenazan comunidades wampís de la Amazonía peruana,6 Jul 2022,Enrique Vera,https://es.mongabay.com/2022/07/tala-y-comercio-ilegal-de-madera-fina-amenazan-comunidades-wampis-de-peru/,2022-07-06,2022,7,6,14,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['amenazar', 'ilegal']}",False,"amenazar, ilegal"
"Crímenes impunes: los asesinatos de 50 líderes indígenas de la Amazonía de Brasil, Colombia, Ecuador y Perú siguen esperando por justicia",30 Jun 2022,Vanessa Romo Espinoza y Gloria Alvitres,https://es.mongabay.com/2022/06/crimenes-de-50-lideres-indigenas-de-la-amazonia-siguen-esperando-justicia/,2022-06-30,2022,6,30,21,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'politica_gobernabilidad': ['justicia'], 'sociedad_comunidades': ['indígena', 'líder'], 'crimen_ilegalidad': ['asesinato', 'crimen']}",False,"asesinato, crimen"
Perú: defensores ambientales se unen para enfrentar criminalización y amenazas,28 Jun 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/06/defensores-ambientales-se-unen-para-enfrentar-criminalizacion-y-amenazas-en-peru/,2022-06-28,2022,6,28,10,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['amenaza', 'criminalización']}",False,"amenaza, criminalización"
Punto de quiebre en la Amazonía peruana y colombiana: las raíces de los delitos ambientales  | ENTREVISTA,12 Jun 2022,Antonio José Paz Cardona,https://es.mongabay.com/2022/06/punto-de-quiebre-en-la-amazonia-peruana-y-colombiana-las-raices-de-los-delitos-ambientales-entrevista/,2022-06-12,2022,6,12,17,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['delito']}",False,delito
Perú: aumenta deforestación por minería ilegal en cuatro comunidades indígenas en Madre de Dios,26 May 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/05/aumenta-deforestacion-por-mineria-ilegal-en-peru/,2022-05-26,2022,5,26,14,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['deforestación'], 'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Violencia y disputas sobre las tierras ancestrales: una mirada a los pueblos indígenas de Latinoamérica,11 May 2022,"Astrid Arellano, Yvette Sierra Praeli",https://es.mongabay.com/2022/05/violencia-y-disputas-sobre-las-tierras-de-pueblos-indigenas-de-latinoamerica/,2022-05-11,2022,5,11,15,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena', 'pueblo'], 'crimen_ilegalidad': ['violencia']}",False,violencia
Violencia en comunidades indígenas continúa: 171 casos de amenazas y atentados activos contra defensores en Perú,9 May 2022,Enrique Vera,https://es.mongabay.com/2022/05/violencia-en-comunidades-indigenas-continua-en-peru/,2022-05-09,2022,5,9,16,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['amenaza', 'violencia']}",False,"amenaza, violencia"
"Violencia en Madre de Dios: “Ese es el modus operandi: te amenazo y si denuncias, te mato”",1 Abr 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/04/peru-asesinan-a-guardian-del-bosque-y-aumenta-violencia-por-mineros-ilegales/,2022-04-01,2022,4,1,17,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['amenazar', 'violencia']}",False,"amenazar, violencia"
