titulo,fecha,autor,link,fecha_iso,anio,mes,dia,palabras_titulo,ejes_semanticos,activadores,sin_eje,activadores_eje
El infierno del oro en el Cenepa: 70 focos de minería ilegal devastan río amazónico y comunidades awajún en Perú,23 Oct 2023,Enrique Vera,https://es.mongabay.com/2023/10/infierno-del-oro-en-rio-cenepa-focos-de-mineria-ilegal-peru/,2023-10-23,2023,10,23,20,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,río
#EnCorto: tres datos para entender cómo el narcotráfico amenaza al Parque Nacional Otishi,22 Oct 2023,Mongabay Latam,https://es.mongabay.com/2023/10/encorto-tres-datos-para-entender-como-el-narcotrafico-amenaza-al-parque-nacional-otishi/,2023-10-22,2023,10,22,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['parque'], 'crimen_ilegalidad': ['amenazar']}",False,parque
"Coyuntura ambiental | Una guardia indígena, producción de frutos amazónicos y un comité de vigilancia: tres proyectos liderados por mujeres buscan proteger la Amazonía",21 Oct 2023,Mongabay Latam,https://es.mongabay.com/2023/10/proyectos-liderados-por-mujeres-buscan-proteger-la-amazonia/,2023-10-21,2023,10,21,24,"['biodiversidad_conservacion', 'economia_desarrollo', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['amazonía', 'proteger'], 'economia_desarrollo': ['producción'], 'sociedad_comunidades': ['liderado']}",False,"amazonía, proteger"
Parque Nacional Amacayacu: rodeado por la minería ilegal y controlado por grupos armados que restringen el ingreso de guardaparques,17 Oct 2023,Pilar Puentes,https://es.mongabay.com/2023/10/parque-nacional-amacayacu-rodeado-por-mineria-ilegal-grupos-armados/,2023-10-17,2023,10,17,19,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['parque'], 'crimen_ilegalidad': ['armado', 'grupo', 'ilegal']}",False,parque
Gripe aviar: el virus H5N1 llegó al Parque Nacional Galápagos,16 Oct 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/10/gripe-aviar-virus-h5n1-parque-nacional-galapagos/,2023-10-16,2023,10,16,10,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['parque']},False,parque
"EN VIDEO | Cantos, fósiles y especies únicas en el mundo: tres secretos sobre las ballenas que asombran a la ciencia en Latinoamérica",14 Oct 2023,Mongabay Latam,https://es.mongabay.com/2023/10/video-tres-secretos-sobre-ballenas-latinoamerica/,2023-10-14,2023,10,14,23,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['especie']},False,especie
Perú: nueva propuesta del gobierno sobre creación de reserva Mar tropical de Grau genera controversia por la pesca de arrastre,12 Oct 2023,Michelle Carrere,https://es.mongabay.com/2023/10/peru-reserva-mar-tropical-de-grau-controversia-pesca-de-arrastre/,2023-10-12,2023,10,12,20,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo']","{'biodiversidad_conservacion': ['mar', 'reserva'], 'politica_gobernabilidad': ['gobierno'], 'economia_desarrollo': ['pesca']}",False,"mar, reserva"
Coyuntura ambiental | ¿Qué ha pasado este año con la polémica flota china en los mares de Latinoamérica?,30 Sep 2023,Mongabay Latam,https://es.mongabay.com/2023/09/que-ha-pasado-con-polemica-flota-china-latinoamerica/,2023-09-30,2023,9,30,18,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['mar']},False,mar
#EnCorto: cuatro claves para entender por qué la contaminación por plásticos pone en riesgo a la raya Wira,26 Sep 2023,Michelle Carrere,https://es.mongabay.com/2023/09/en-corto-contaminacion-por-plasticos-en-riesgo-raya-wira/,2023-09-26,2023,9,26,18,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['contaminación']},False,contaminación
Líderes asháninkas criminalizados recibían amenazas de mafias que operan en la selva central de Perú,21 Sep 2023,Enrique Vera,https://es.mongabay.com/2023/09/lideres-ashaninkas-criminalizados-recibian-amenazas-de-mafias-selva-central-peru/,2023-09-21,2023,9,21,15,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['selva'], 'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['amenaza', 'criminalizado', 'mafia']}",False,selva
Ríos en riesgo: minería provoca cambios profundos en afluentes de todo el mundo | ESTUDIO,20 Sep 2023,Antonio José Paz Cardona,https://es.mongabay.com/2023/09/rios-en-riesgo-mineria-provoca-cambios-en-afluentes-de-todo-el-mundo-estudio/,2023-09-20,2023,9,20,15,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['cambio', 'río']}",False,"cambio, río"
“El río Putumayo se ha convertido en la pista por excelencia para el transporte de coca” | ENTREVISTA,17 Sep 2023,Antonio José Paz Cardona,https://es.mongabay.com/2023/09/rio-putumayo-pista-por-excelencia-para-transporte-de-coca-entrevista/,2023-09-17,2023,9,17,18,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['río']},False,río
Veinte años de investigación en la Amazonía peruana anticipan el destino de los trópicos,14 Sep 2023,Justin Catanoso,https://es.mongabay.com/2023/09/investigacion-amazonia-peruana-anticipan-destino-de-tropicos/,2023-09-14,2023,9,14,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['amazonía']},False,amazonía
"EN VIDEO | Expedición virtual por Ampay, el santuario peruano que protege al árbol del sol",14 Sep 2023,Mongabay Latam,https://es.mongabay.com/2023/09/video-expedicion-virtual-por-ampay-peru-conservacion/,2023-09-14,2023,9,14,16,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['proteger']},False,proteger
Colonias menonitas han deforestado más de 7000 hectáreas en la Amazonía peruana,6 Sep 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/09/menonitas-han-deforestado-mas-de-7000-hectareas-amazonia-peruana/,2023-09-06,2023,9,6,12,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['amazonía']},False,amazonía
Las nubes reflejan la contaminación invisible de los barcos en el Atlántico | ESTUDIO,6 Sep 2023,Liliana Rivas,https://es.mongabay.com/2023/09/nubes-reflejan-contaminacion-invisible-de-barcos-atlantico-estudio/,2023-09-06,2023,9,6,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['contaminación']},False,contaminación
Cinco mujeres indígenas que alzan su voz para proteger a la naturaleza y a los derechos de las comunidades de Latinoamérica,5 Sep 2023,Mongabay Latam,https://es.mongabay.com/2023/09/mujeres-indigenas-alzan-su-voz-para-proteger-naturaleza-derechos-comunidades-latinoamerica/,2023-09-05,2023,9,5,21,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['proteger'], 'politica_gobernabilidad': ['derecho'], 'sociedad_comunidades': ['comunidad', 'indígena']}",False,proteger
Parque Nacional Otishi: el área protegida asediada por el narcotráfico en la Amazonía peruana,4 Sep 2023,Enrique Vera,https://es.mongabay.com/2023/09/parque-nacional-otishi-area-protegida-asediada-por-narcotrafico-peru/,2023-09-04,2023,9,4,14,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['amazonía', 'parque', 'protegido', 'área']}",False,"amazonía, parque, protegido, área"
Perú: minería ilegal se extiende a cinco regiones y más de 20 ríos de la Amazonía,29 Ago 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/08/peru-mineria-ilegal-se-extiende-regiones-rios-amazonia/,2023-08-29,2023,8,29,16,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía', 'río'], 'crimen_ilegalidad': ['ilegal']}",False,"amazonía, río"
El Río Trombetas y Calha Norte | LIBRO,28 Ago 2023,Timothy J. Killeen,https://es.mongabay.com/2023/08/el-rio-trombetas-y-calha-norte-libro/,2023-08-28,2023,8,28,8,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['río']},False,río
Día Internacional de los Parques Nacionales: un recorrido por cinco asombrosos ecosistemas de Latinoamérica | #ExpediciónVirtual,24 Ago 2023,Mongabay Latam,https://es.mongabay.com/2023/08/dia-internacional-de-parques-nacionales-cinco-asombrosos-ecosistemas-de-latinoamerica/,2023-08-24,2023,8,24,16,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['ecosistema', 'parque']}",False,"ecosistema, parque"
Perú: estudio muestra que aves y murciélagos ayudan a los agricultores del cacao a tener mayor producción,24 Ago 2023,Liz Kimbrough,https://es.mongabay.com/2023/08/peru-estudio-aves-murcielagos-ayudan-agricultores-cacao/,2023-08-24,2023,8,24,17,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['ave'], 'economia_desarrollo': ['producción']}",False,ave
Biólogos y guardaparques hallan una nueva especie de árbol y de rana en áreas protegidas de Perú,23 Ago 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/08/hallan-nueva-especie-de-arbol-y-de-rana-en-peru/,2023-08-23,2023,8,23,17,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['especie', 'protegido', 'área']}",False,"especie, protegido, área"
Belo Monte y el Río Xingú | LIBRO,21 Ago 2023,Timothy J. Killeen,https://es.mongabay.com/2023/08/belo-monte-y-el-rio-xingu-libro/,2023-08-21,2023,8,21,8,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['río']},False,río
La minería ilegal que permite lavar dinero del narcotráfico se expande en las regiones de triple frontera de la Amazonía,18 Ago 2023,Michelle Carrere,https://es.mongabay.com/2023/08/mineria-ilegal-lavar-dinero-narcotrafico-triple-frontera-amazonia/,2023-08-18,2023,8,18,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['ilegal']}",False,amazonía
¿Qué tanto sabes de deforestación? | La trivia de Mongabay Latam,18 Ago 2023,Mongabay Latam,https://es.mongabay.com/2023/08/que-tanto-sabes-de-deforestacion-trivia/,2023-08-18,2023,8,18,11,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['deforestación']},False,deforestación
#EnCorto: cuatro claves sobre las orquídeas de la reserva de Oxapampa,17 Ago 2023,Mongabay Latam,https://es.mongabay.com/2023/08/en-corto-cuatro-claves-sobre-orquideas-reserva-de-oxapampa/,2023-08-17,2023,8,17,11,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['reserva']},False,reserva
Gato andino: recrudecen las amenazas que complican el futuro de esta enigmática especie,8 Ago 2023,Enrique Vera,https://es.mongabay.com/2023/08/gato-andino-recrudecen-amenazas-que-complican-futuro-de-esta-especie/,2023-08-08,2023,8,8,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['especie'], 'crimen_ilegalidad': ['amenaza']}",False,especie
Energía hidroeléctrica: cambio controversial hacia instalaciones de impacto ambiental reducido,7 Ago 2023,Timothy J. Killeen,https://es.mongabay.com/2023/08/energia-hidroelectrica-cambio-controversial-hacia-instalaciones-de-impacto-ambiental-reducido-libro/,2023-08-07,2023,8,7,10,"['biodiversidad_conservacion', 'economia_desarrollo', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['cambio'], 'economia_desarrollo': ['energía'], 'sociedad_comunidades': ['impacto']}",False,cambio
Carretera Marginal de la Selva,31 Jul 2023,Timothy J. Killeen,https://es.mongabay.com/2023/07/carretera-marginal-de-la-selva-libro/,2023-07-31,2023,7,31,5,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['marginal', 'selva']}",False,"marginal, selva"
Día Mundial del Guardaparque: la difícil y fascinante tarea de proteger los mares,31 Jul 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/07/dia-mundial-del-guardaparque-proteger-los-mares/,2023-07-31,2023,7,31,13,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['mar', 'proteger']}",False,"mar, proteger"
"Coyuntura ambiental | Mujeres asombrosas que protegen los bosques, el agua y las abejas en Latinoamérica",29 Jul 2023,Mongabay Latam,https://es.mongabay.com/2023/07/mujeres-que-protegen-bosques-agua-abejas-latinoamerica/,2023-07-29,2023,7,29,16,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['bosque', 'proteger']}",False,"bosque, proteger"
"#ExpediciónVirtual: conoce Allpahuayo Mishana, la reserva que protege a los delicados bosques de varillal en Perú",28 Jul 2023,Astrid Arellano,https://es.mongabay.com/2023/07/expedicion-virtual-allpahuayo-mishana-protege-bosques-de-varillal-peru/,2023-07-28,2023,7,28,16,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['bosque', 'proteger', 'reserva']}",False,"bosque, proteger, reserva"
Por lo menos 230 pobladores indígenas mueren al año por exposición al humo de los incendios en la Amazonía | ESTUDIO,20 Jul 2023,Astrid Arellano,https://es.mongabay.com/2023/07/pobladores-indigenas-mueren-por-exposicion-al-humo-de-incendios-en-amazonia/,2023-07-20,2023,7,20,21,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['indígena']}",False,amazonía
EN VIDEO | ¿Por qué la liebre europea amenaza la biodiversidad de Perú?,19 Jul 2023,Mongabay Latam,https://es.mongabay.com/2023/07/video-por-que-liebre-europea-amenaza-biodiversidad-de-peru/,2023-07-19,2023,7,19,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad'], 'crimen_ilegalidad': ['amenazar']}",False,biodiversidad
Minería ilegal en Perú: dragas aumentan en ríos de Loreto y fiscalía detecta ruta para el tráfico de combustible,17 Jul 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/07/mineria-ilegal-en-peru-dragas-aumentan-en-loreto-ruta-para-el-trafico-de-combustible/,2023-07-17,2023,7,17,19,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'politica_gobernabilidad': ['fiscalía'], 'crimen_ilegalidad': ['ilegal', 'tráfico']}",False,río
Carreteras: generadoras primarias de la deforestación,17 Jul 2023,Timothy J. Killeen,https://es.mongabay.com/2023/07/carreteras-generadoras-primarias-de-la-deforestacion-libro/,2023-07-17,2023,7,17,6,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['deforestación']},False,deforestación
EN VIDEO | Expedición virtual por cuatro santuarios naturales del Perú que destacan por su biodiversidad,15 Jul 2023,Mongabay Latam,https://es.mongabay.com/2023/07/video-expedicion-virtual-santuarios-naturales-peru-biodiversidad/,2023-07-15,2023,7,15,16,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['biodiversidad']},False,biodiversidad
Relator Especial de la ONU: “Los Estados han estado más orientados a facilitar la actividad extractiva que a proteger los derechos de las personas”  | ENTREVISTA,9 Jul 2023,Vanessa Romo,https://es.mongabay.com/2023/07/relator-especial-de-la-onu-actividad-extractiva-petroleo-entrevista/,2023-07-09,2023,7,9,26,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo']","{'biodiversidad_conservacion': ['proteger'], 'politica_gobernabilidad': ['derecho', 'estado'], 'economia_desarrollo': ['actividad']}",False,proteger
"Monetizar el valor de los servicios de los ecosistemas, o no",3 Jul 2023,Timothy J. Killeen,https://es.mongabay.com/2023/07/monetizar-el-valor-de-los-servicios-de-los-ecosistemas-o-no/,2023-07-03,2023,7,3,11,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['ecosistema']},False,ecosistema
#ExpedicionesCientíficas | Escarabajos: pequeños guardianes de la conservación en el Parque Manu,1 Jul 2023,Mongabay Latam,https://es.mongabay.com/2023/07/expediciones-cientificas-escarabajos-conservacion-parque-manu/,2023-07-01,2023,7,1,12,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['conservación', 'parque']}",False,"conservación, parque"
Una remediación pendiente: la contaminación de la industria petrolera no se atiende pese a la legislación vigente,27 Jun 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/06/remediacion-pendiente-contaminacion-industria-petrolera-no-se-atiende/,2023-06-27,2023,6,27,17,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['contaminación'], 'economia_desarrollo': ['industria']}",False,contaminación
Perú: las heridas que han dejado medio siglo de derrames en territorio achuar en la Amazonía,27 Jun 2023,Gloria Alvitres,https://es.mongabay.com/2023/06/peru-heridas-que-han-dejado-medio-siglo-de-derrames-en-territorio-achuar/,2023-06-27,2023,6,27,16,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['territorio']}",False,amazonía
El planeta perdió una superficie de bosques tropicales del tamaño de Suiza en 2022,27 Jun 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/06/el-planeta-perdio-una-superficie-de-bosques-tropicales-del-tamano-de-suiza-en-2022/,2023-06-27,2023,6,27,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['bosque']},False,bosque
Al menos 670 residuos petroleros se superponen con 50 territorios indígenas y 15 áreas protegidas en la Amazonía,27 Jun 2023,Cristina Fernández Aguilar,https://es.mongabay.com/2023/06/residuos-petroleros-se-superponen-con-territorios-indigenas-y-areas-protegidas-en-la-amazonia/,2023-06-27,2023,6,27,18,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['amazonía', 'protegido', 'área'], 'sociedad_comunidades': ['indígena', 'territorio']}",False,"amazonía, protegido, área"
La mayor reserva natural de la historia,26 Jun 2023,Timothy J. Killeen,https://es.mongabay.com/2023/06/la-mayor-reserva-natural-de-la-historia-libro/,2023-06-26,2023,6,26,7,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['reserva']},False,reserva
Perú: monitoreo satelital muestra que Madre de Dios perdió más de 18 mil hectáreas de bosque en dos años por minería aurífera,22 Jun 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/06/madre-de-dios-perdio-bosque-por-mineria-aurifera-peru/,2023-06-22,2023,6,22,22,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['bosque']},False,bosque
Cambio climático y reciclaje de humedad,19 Jun 2023,Timothy J. Killeen,https://es.mongabay.com/2023/06/cambio-climatico-y-reciclaje-de-humedad-libro/,2023-06-19,2023,6,19,6,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['cambio', 'climático']}",False,"cambio, climático"
Perú: proyecto de ley pretende abrir áreas naturales protegidas para actividades de hidrocarburos,16 Jun 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/06/proyecto-de-ley-pretende-abrir-areas-naturales-protegidas-para-actividades-de-hidrocarburos-peru/,2023-06-16,2023,6,16,13,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo']","{'biodiversidad_conservacion': ['protegido', 'área'], 'politica_gobernabilidad': ['ley'], 'economia_desarrollo': ['actividad']}",False,"protegido, área"
Historia natural de la selva amazónica,12 Jun 2023,Timothy J. Killeen,https://es.mongabay.com/2023/06/historia-natural-de-la-selva-amazonica-libro/,2023-06-12,2023,6,12,6,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['selva']},False,selva
"EN VIDEO | Tres estrategias de conservación lideradas por mujeres para proteger a tortugas, monos y abejas",9 Jun 2023,Mongabay Latam,https://es.mongabay.com/2023/06/video-mujeres-conservacion-tortugas-monos-abejas/,2023-06-09,2023,6,9,17,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['conservación', 'proteger'], 'sociedad_comunidades': ['liderado']}",False,"conservación, proteger"
"#ExpediciónVirtual: una caminata en Ampay, el santuario peruano que protege al árbol del sol",9 Jun 2023,Astrid Arellano,https://es.mongabay.com/2023/06/expedicion-virtual-santuario-nacional-de-ampay-peru/,2023-06-09,2023,6,9,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['proteger']},False,proteger
La liebre europea amenaza la biodiversidad de la sierra y la costa de Perú,6 Jun 2023,Mayra Castillo,https://es.mongabay.com/2023/06/liebre-europea-invasora-amenaza-biodiversidad-de-peru/,2023-06-06,2023,6,6,14,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad'], 'crimen_ilegalidad': ['amenazar']}",False,biodiversidad
Enemigas de la biodiversidad: especies invasoras avanzan sin control en Latinoamérica,6 Jun 2023,Antonio José Paz Cardona,https://es.mongabay.com/2023/06/enemigas-de-la-biodiversidad-especies-invasoras-avanzan-sin-control-latinoamerica/,2023-06-06,2023,6,6,11,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['biodiversidad', 'especie']}",False,"biodiversidad, especie"
Miles de huevos de rayas mueren secos en la basura marina que termina en las playas de Perú,24 May 2023,Michelle Carrere,https://es.mongabay.com/2023/05/miles-de-huevos-de-rayas-mueren-en-basura-marina-en-peru/,2023-05-24,2023,5,24,18,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['marino']},False,marino
LIBRO | Una tormenta perfecta en la Amazonía,22 May 2023,Timothy J. Killeen,https://es.mongabay.com/2023/05/libro-una-tormenta-perfecta-en-la-amazonia/,2023-05-22,2023,5,22,8,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['amazonía']},False,amazonía
Día de la Diversidad Biológica: cuatro experiencias que mantienen la esperanza de recuperar los bosques en Latinoamérica,22 May 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/05/dia-de-la-diversidad-biologica-bosques-conservacion-latinoamerica/,2023-05-22,2023,5,22,17,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['bosque']},False,bosque
“Este es un libro siempre en actualización y en vigencia porque cada dos años las luchas ambientales se reavivan en la Amazonía” | ENTREVISTA,22 May 2023,Mongabay Latam,https://es.mongabay.com/2023/05/entrevista-timothy-j-killeen-libro-una-tormenta-perfecta-en-la-amazonia/,2023-05-22,2023,5,22,24,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['amazonía']},False,amazonía
La energía de la montaña: el proyecto que salva a las abejas nativas y restaura su hábitat en Perú,20 May 2023,Astrid Arellano,https://es.mongabay.com/2023/05/proyecto-que-salva-abejas-nativas-y-restaura-su-habitat-en-peru/,2023-05-20,2023,5,20,19,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['hábitat'], 'economia_desarrollo': ['energía']}",False,hábitat
Comunidades indígenas de Perú usan tecnología satelital para reducir la deforestación en el parque Sierra del Divisor,15 May 2023,Geraldine Santos,https://es.mongabay.com/2023/05/comunidades-indigenas-usan-tecnologia-para-reducir-deforestacion-peru/,2023-05-15,2023,5,15,17,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['deforestación', 'parque'], 'sociedad_comunidades': ['comunidad', 'indígena']}",False,"deforestación, parque"
"Conservación, ciencia y premios: tres mujeres extraordinarias que son noticia en Latinoamérica | Coyuntura ambiental",13 May 2023,Mongabay Latam,https://es.mongabay.com/2023/05/mujeres-extraordinarias-que-son-noticia-en-latinoamerica-conservacion/,2023-05-13,2023,5,13,15,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['conservación']},False,conservación
EN VIDEO | ¿Cuál ha sido la pérdida de bosques y glaciares en el Perú?,8 May 2023,Mongabay Latam,https://es.mongabay.com/2023/05/video-perdida-de-bosques-glaciares-peru/,2023-05-08,2023,5,8,15,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['bosque']},False,bosque
"Deforestación en Perú: “Se pueden ver los botes repletos con nuestra madera, pero nadie hace nada”",5 May 2023,Enrique Vera,https://es.mongabay.com/2023/05/deforestacion-en-region-amazonas-peru-bosques/,2023-05-05,2023,5,5,16,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['deforestación']},False,deforestación
Imágenes satelitales confirman presencia de pistas de aterrizaje clandestinas en la Reserva Indígena Kakataibo Norte y Sur,3 May 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/05/pistas-de-aterrizaje-clandestinas-en-reserva-indigena-kakataibo-norte-y-sur-peru/,2023-05-03,2023,5,3,17,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['reserva']},False,reserva
Fanny Cornejo: la bióloga peruana premiada mundialmente por su trabajo para evitar la extinción del mono choro de cola amarilla | ENTREVISTA,2 May 2023,Astrid Arellano,https://es.mongabay.com/2023/05/fanny-cornejo-premiada-conservacion-mono-choro-de-cola-amarilla-entrevista/,2023-05-02,2023,5,2,22,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['extinción']},False,extinción
Día Internacional del Tapir: ¿qué está pasando en Latinoamérica con esta especie milenaria?,27 Abr 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/04/dia-internacional-del-tapir-conservacion-latinoamerica/,2023-04-27,2023,4,27,13,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['especie']},False,especie
Perú: estudio revela la presencia de 150 especies y más de mil corredores de conectividad en áreas impactadas por minería en Madre de Dios,13 Abr 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/04/estudio-revela-presencia-de-especies-en-areas-impactadas-por-mineria-madre-de-dios/,2023-04-13,2023,4,13,24,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['especie', 'área']}",False,"especie, área"
Tiburones en las playas de Perú: “Debemos tener la misma precaución que con un lobo marino o un delfín”,11 Abr 2023,Michelle Carrere,https://es.mongabay.com/2023/04/tiburones-en-playas-de-peru-oceanos/,2023-04-11,2023,4,11,19,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['marino']},False,marino
Asesinan a reconocido líder indígena Santiago Contoricón en la selva central de Perú,10 Abr 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/04/asesinato-lider-indigena-santiago-contoricon-peru/,2023-04-10,2023,4,10,13,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['selva'], 'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['asesinar']}",False,selva
Avistamientos extraordinarios: cinco especies que volvieron a ser observadas luego de años de ausencia,9 Abr 2023,Mongabay Latam,https://es.mongabay.com/2023/04/especies-que-volvieron-a-ser-observadas-en-latinoamerica-conservacion/,2023-04-09,2023,4,9,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['especie']},False,especie
#Expediciones científicas | ¿Qué se está haciendo para proteger al oso andino en Perú?,31 Mar 2023,Mongabay Latam,https://es.mongabay.com/2023/03/expediciones-cientificas-conservacion-oso-andino-peru/,2023-03-31,2023,3,31,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['proteger']},False,proteger
Gripe aviar: estudios advierten la posibilidad de que el virus H5N1 se transmita entre mamíferos,22 Mar 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/03/gripe-aviar-estudios-transmision-mamiferos/,2023-03-22,2023,3,22,15,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['mamífero']},False,mamífero
Bosques que sanan: cinco iniciativas que muestran la riqueza de los ecosistemas forestales,21 Mar 2023,Mongabay Latam,https://es.mongabay.com/2023/03/dia-internacional-de-los-bosques-conservacion-salud/,2023-03-21,2023,3,21,13,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['bosque', 'ecosistema']}",False,"bosque, ecosistema"
Perú: comunidades indígenas del Parque Nacional Alto Purús muestran que es posible aprovechar el huasaí sin acabar con la especie,16 Mar 2023,Astrid Arellano,https://es.mongabay.com/2023/03/comunidades-indigenas-conservan-huasai-peru/,2023-03-16,2023,3,16,20,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['especie', 'parque'], 'sociedad_comunidades': ['comunidad', 'indígena']}",False,"especie, parque"
